id,url,bottle_image_url,name_raw,designer_raw,global_rating,global_rating_count,top_notes_raw,heart_notes_raw,base_notes_raw,perfumers_raw,seasons_raw_dist,time_of_day_raw_dist,longevity_fixed_dist,sillage_fixed_dist,price_value_fixed_dist,gender_fixed_dist,perfume_id,vibe_reactions_raw_dist,notes_corpus_weighted,is_elegant,is_clean,is_leadership_boss,is_seductive,is_fresh_casual,total_votes,satisfaction_rate,controversy_index,best_season,day_ratio,longevity_norm,sillage_norm,compliments_norm,olfactory_cluster,olfactory_profile_label
15629f74-35e5-4e99-b644-21762a652ac8,https://www.fragrantica.es/perfume/Yves-Saint-Laurent/Libre-Eau-de-Parfum-Collector-Edition-2021-69927.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.69927.jpg,Libre Eau de Parfum Collector Edition 2021 Yves Saint Laurent para Mujeres,Yves Saint Laurent,3.97,64,"[""lavanda"", ""petit grain"", ""mandarina"", ""grosellas negras""]","[""flor de azahar del naranjo"", ""lavanda"", ""jazmn""]","[""cedro"", ""mbar gris"", ""almizcle"", ""vainilla de madagascar""]","Olivier Polge, Quentin Bisch","{""winter"": ""667"", ""spring"": ""662"", ""summer"": ""713"", ""fall"": ""664""}","{""day"": ""1.2k"", ""night"": ""1.1k""}","{""débil"": ""2"", ""escasa"": ""0"", ""duradera"": ""11"", ""moderada"": ""12"", ""muy duradera"": ""3""}","{""suave"": ""0"", ""enorme"": ""3"", ""pesada"": ""13"", ""moderada"": ""12""}","{""buen precio"": ""7"", ""precio moderado"": ""10"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""4"", ""extremadamente costoso"": ""3""}","{""unisex"": ""4"", ""femenino"": ""20"", ""masculino"": ""0"", ""unisex femenino"": ""4"", ""unisex masculino"": ""0""}",3846,"{""love"": ""776"", ""like"": ""222"", ""ok"": ""129"", ""dislike"": ""460"", ""hate"": ""693""}",lavanda petit grain mandarina grosellas negras flor de azahar del naranjo lavanda jazmn flor de azahar del naranjo lavanda jazmn cedro mbar gris almizcle vainilla de madagascar cedro mbar gris almizcle vainilla de madagascar cedro mbar gris almizcle vainilla de madagascar,1,0,0,0,0,2280.0,0.437719298245614,0.5057017543859649,summer,0.5217391304347826,0.5,0.5,0.5,3,Mass-Pleaser & Apuesta Segura
bd6e9152-d262-412e-b490-ae049b73cc23,https://www.fragrantica.es/perfume/Victoria-s-Secret/Sexy-Sparkle-Sweet-Magnolia-3284.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.3284.jpg,Sexy Sparkle Sweet Magnolia Victoria's Secret para Mujeres,Victoria'S Secret,3.79,19,[],[],[],Olivier Polge,"{""winter"": ""5.1k"", ""spring"": ""5.1k"", ""summer"": ""5.2k"", ""fall"": ""5.1k""}","{""day"": ""7.3k"", ""night"": ""7.1k""}","{""débil"": ""1"", ""escasa"": ""2"", ""duradera"": ""1"", ""moderada"": ""3"", ""muy duradera"": ""0""}","{""suave"": ""2"", ""enorme"": ""1"", ""pesada"": ""3"", ""moderada"": ""3""}","{""buen precio"": ""0"", ""precio moderado"": ""0"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""1"", ""femenino"": ""0"", ""masculino"": ""0"", ""unisex femenino"": ""0"", ""unisex masculino"": ""0""}",3657,"{""love"": ""9.7k"", ""like"": ""5.7k"", ""ok"": ""2.3k"", ""dislike"": ""983"", ""hate"": ""579""}",unknown_note,0,0,0,0,0,19262.0,0.7995016093863565,0.08109230609490188,summer,0.5069444444444444,0.5,0.5,0.5,2,Nicho Polarizante & Amaderado Audaz
f9a14b09-953f-4579-9644-6a46d726c46e,https://www.fragrantica.es/perfume/O-Boticario/Annete-36653.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.36653.jpg,Annete O Boticário para Mujeres,O Boticário,4.12,59,"[""azucena blanca"", ""bergamota"", ""limn siciliano lima siciliana"", ""lavanda""]","[""jazmn"", ""azucena"", ""nardos"", ""rosa"", ""clavel""]","[""cuero"", ""almizcle"", ""mbar"", ""madera de sndalo"", ""cedro""]","Jacques Cavallier, Thierry Wasser","{""winter"": ""679"", ""spring"": ""660"", ""summer"": ""660"", ""fall"": ""632""}","{""day"": ""1.2k"", ""night"": ""1.2k""}","{""débil"": ""4"", ""escasa"": ""4"", ""duradera"": ""3"", ""moderada"": ""16"", ""muy duradera"": ""2""}","{""suave"": ""8"", ""enorme"": ""6"", ""pesada"": ""5"", ""moderada"": ""16""}","{""buen precio"": ""8"", ""precio moderado"": ""4"", ""excelente precio"": ""2"", ""ligeramente costoso"": ""2"", ""extremadamente costoso"": ""1""}","{""unisex"": ""1"", ""femenino"": ""17"", ""masculino"": ""0"", ""unisex femenino"": ""2"", ""unisex masculino"": ""0""}",2850,"{""love"": ""1k"", ""like"": ""300"", ""ok"": ""141"", ""dislike"": ""614"", ""hate"": ""945""}",azucena blanca bergamota limn siciliano lima siciliana lavanda jazmn azucena nardos rosa clavel jazmn azucena nardos rosa clavel cuero almizcle mbar madera de sndalo cedro cuero almizcle mbar madera de sndalo cedro cuero almizcle mbar madera de sndalo cedro,0,1,0,0,0,3000.0,0.43333333333333335,0.5196666666666667,winter,0.5,0.5,0.5,0.5,8,Larga Duración & Alta Fijación
372cc7a2-04e7-4bc9-b8a6-b32d0891cdb5,https://www.fragrantica.es/perfume/Filippo-Sorcinelli/Rosa-Fiorita-90656.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.90656.jpg,Rosa Fiorita Filippo Sorcinelli para Hombres y Mujeres,Filippo Sorcinelli,3.34,68,"[""geranio""]","[""rosa de mayo"", ""lirio de los valles muguete"", ""iris""]","[""rosa de damasco"", ""miel""]","Christine Nagel, Thierry Wasser","{""winter"": ""173"", ""spring"": ""1.4k"", ""summer"": ""1.8k"", ""fall"": ""585""}","{""day"": ""1.7k"", ""night"": ""564""}","{""débil"": ""1"", ""escasa"": ""0"", ""duradera"": ""10"", ""moderada"": ""14"", ""muy duradera"": ""4""}","{""suave"": ""3"", ""enorme"": ""1"", ""pesada"": ""8"", ""moderada"": ""14""}","{""buen precio"": ""2"", ""precio moderado"": ""5"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""10"", ""extremadamente costoso"": ""3""}","{""unisex"": ""9"", ""femenino"": ""10"", ""masculino"": ""1"", ""unisex femenino"": ""6"", ""unisex masculino"": ""0""}",1365,"{""love"": ""948"", ""like"": ""1.4k"", ""ok"": ""760"", ""dislike"": ""486"", ""hate"": ""297""}",geranio rosa de mayo lirio de los valles muguete iris rosa de mayo lirio de los valles muguete iris rosa de damasco miel rosa de damasco miel rosa de damasco miel,1,0,0,0,0,3891.0,0.603443844769982,0.20123361603700848,summer,0.7508833922261484,0.5,0.5,0.5,7,Estela Potente & Presencia Impuesta
477d5911-082f-451c-83d8-4ef55f048773,https://www.fragrantica.es/perfume/Fragrance-World/Rose-Seduction-Secret-Temptation-114014.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.114014.jpg,Rose Seduction Secret Temptation Fragrance World para Mujeres,Fragrance World,3.0,1,"[""toronja pomelo""]","[""magnolia""]","[""almizcle""]","Jean-Claude Ellena, Jacques Cavallier","{""winter"": ""3.6k"", ""spring"": ""3.6k"", ""summer"": ""3.5k"", ""fall"": ""3.6k""}","{""day"": ""5.1k"", ""night"": ""5k""}","{""débil"": ""0"", ""escasa"": ""0"", ""duradera"": ""0"", ""moderada"": ""0"", ""muy duradera"": ""0""}","{""suave"": ""0"", ""enorme"": ""0"", ""pesada"": ""0"", ""moderada"": ""0""}","{""buen precio"": ""0"", ""precio moderado"": ""0"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""0"", ""femenino"": ""0"", ""masculino"": ""0"", ""unisex femenino"": ""0"", ""unisex masculino"": ""0""}",1436,"{""love"": ""7.1k"", ""like"": ""4.4k"", ""ok"": ""1.7k"", ""dislike"": ""726"", ""hate"": ""420""}",toronja pomelo magnolia magnolia almizcle almizcle almizcle,0,0,0,0,0,14346.0,0.8016171755193086,0.07988289418653283,winter,0.504950495049505,0.5,0.5,0.5,2,Nicho Polarizante & Amaderado Audaz
1179f92d-4fde-48e6-a1aa-f5226821fa24,https://www.fragrantica.es/perfume/Bath-Body-Works/Cucumber-Melon-3518.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.3518.jpg,Cucumber Melon Bath & Body Works para Hombres y Mujeres,Bath & Body Works,3.75,353,"[""meln""]","[""pepino"", ""lirio de los valles muguete"", ""jazmn""]","[""almizcle""]","Jacques Cavallier, Dominique Ropion","{""winter"": ""1.1k"", ""spring"": ""1k"", ""summer"": ""940"", ""fall"": ""1.1k""}","{""day"": ""1.3k"", ""night"": ""1.2k""}","{""débil"": ""23"", ""escasa"": ""9"", ""duradera"": ""6"", ""moderada"": ""32"", ""muy duradera"": ""1""}","{""suave"": ""24"", ""enorme"": ""8"", ""pesada"": ""9"", ""moderada"": ""32""}","{""buen precio"": ""21"", ""precio moderado"": ""2"", ""excelente precio"": ""13"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""13"", ""femenino"": ""20"", ""masculino"": ""1"", ""unisex femenino"": ""12"", ""unisex masculino"": ""1""}",567,"{""love"": ""1.3k"", ""like"": ""385"", ""ok"": ""185"", ""dislike"": ""747"", ""hate"": ""1.2k""}",meln pepino lirio de los valles muguete jazmn pepino lirio de los valles muguete jazmn almizcle almizcle almizcle,0,0,0,0,0,3817.0,0.441446161907257,0.5100864553314121,winter,0.52,0.5,0.5,0.5,3,Mass-Pleaser & Apuesta Segura
15e1353c-a43e-4613-bec0-c514c39a3ecb,https://www.fragrantica.es/perfume/Maison-Alhambra/Kismet-Lunar-Magic-123468.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.123468.jpg,Kismet Lunar Magic Maison Alhambra para Hombres y Mujeres,Maison Alhambra,4.19,27,"[""notas amaderadas"", ""coac""]","[""roble"", ""canela"", ""haba tonka""]","[""sndalo"", ""vainilla"", ""pralin""]",,"{""winter"": ""48"", ""spring"": ""250"", ""summer"": ""337"", ""fall"": ""127""}","{""day"": ""388"", ""night"": ""118""}","{""débil"": ""2"", ""escasa"": ""1"", ""duradera"": ""3"", ""moderada"": ""5"", ""muy duradera"": ""0""}","{""suave"": ""1"", ""enorme"": ""1"", ""pesada"": ""7"", ""moderada"": ""5""}","{""buen precio"": ""3"", ""precio moderado"": ""4"", ""excelente precio"": ""7"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""1""}","{""unisex"": ""9"", ""femenino"": ""2"", ""masculino"": ""3"", ""unisex femenino"": ""0"", ""unisex masculino"": ""3""}",2449,"{""love"": ""197"", ""like"": ""278"", ""ok"": ""140"", ""dislike"": ""93"", ""hate"": ""54""}",notas amaderadas coac roble canela haba tonka roble canela haba tonka sndalo vainilla pralin sndalo vainilla pralin sndalo vainilla pralin,0,0,0,0,0,762.0,0.6233595800524935,0.19291338582677164,summer,0.766798418972332,0.5,0.5,0.5,5,Seductor & Imán de Cumplidos
4a579957-703c-4a64-8d3e-92cb7eb99d5c,https://www.fragrantica.es/perfume/O-Boticario/Cuide-se-Bem-Sol-e-Agua-Fresca-56889.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.56889.jpg,Cuide-se Bem Sol e Água Fresca O Boticário para Mujeres,O Boticário,3.86,176,"[""nctar de coco""]","[""frangipani plumeria"", ""plumaria"", ""atapaima""]","[""almizcle""]",Christine Nagel,"{""winter"": ""5"", ""spring"": ""39"", ""summer"": ""56"", ""fall"": ""20""}","{""day"": ""93"", ""night"": ""22""}","{""débil"": ""24"", ""escasa"": ""14"", ""duradera"": ""5"", ""moderada"": ""45"", ""muy duradera"": ""3""}","{""suave"": ""36"", ""enorme"": ""7"", ""pesada"": ""11"", ""moderada"": ""45""}","{""buen precio"": ""42"", ""precio moderado"": ""8"", ""excelente precio"": ""22"", ""ligeramente costoso"": ""2"", ""extremadamente costoso"": ""1""}","{""unisex"": ""23"", ""femenino"": ""27"", ""masculino"": ""0"", ""unisex femenino"": ""18"", ""unisex masculino"": ""0""}",2869,"{""love"": ""20"", ""like"": ""41"", ""ok"": ""26"", ""dislike"": ""13"", ""hate"": ""7""}",nctar de coco frangipani plumeria plumaria atapaima frangipani plumeria plumaria atapaima almizcle almizcle almizcle,0,0,0,0,0,107.0,0.5700934579439252,0.18691588785046728,summer,0.808695652173913,0.5,0.5,0.5,5,Seductor & Imán de Cumplidos
7e77068b-159f-4310-8f76-deaea25de1bd,https://www.fragrantica.es/perfume/Serge-Lutens/Cracheuse-de-flammes-111009.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.111009.jpg,Cracheuse de flammes Serge Lutens para Hombres y Mujeres,Serge Lutens,4.26,43,[],[],[],Alberto Morillas,"{""winter"": ""445"", ""spring"": ""76"", ""summer"": ""46"", ""fall"": ""344""}","{""day"": ""99"", ""night"": ""440""}","{""débil"": ""1"", ""escasa"": ""0"", ""duradera"": ""6"", ""moderada"": ""9"", ""muy duradera"": ""1""}","{""suave"": ""1"", ""enorme"": ""0"", ""pesada"": ""2"", ""moderada"": ""9""}","{""buen precio"": ""2"", ""precio moderado"": ""2"", ""excelente precio"": ""0"", ""ligeramente costoso"": ""7"", ""extremadamente costoso"": ""2""}","{""unisex"": ""6"", ""femenino"": ""3"", ""masculino"": ""1"", ""unisex femenino"": ""5"", ""unisex masculino"": ""0""}",3268,"{""love"": ""174"", ""like"": ""295"", ""ok"": ""161"", ""dislike"": ""96"", ""hate"": ""46""}",unknown_note,0,0,0,0,0,772.0,0.6075129533678757,0.18393782383419688,winter,0.1836734693877551,0.5,0.5,0.5,1,Nocturno Urbano & Aceptación Versátil
5c75a3ad-9128-4393-aa39-06112ce219dd,https://www.fragrantica.es/perfume/Victoria-s-Secret/Very-Sexy-Now-2008-3106.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.3106.jpg,Very Sexy Now 2008 Victoria's Secret para Mujeres,Victoria'S Secret,4.46,28,"[""manzana roja"", ""meln"", ""pia"", ""bergamota""]","[""magnolia"", ""peona"", ""jazmn""]","[""durazno melocotn"", ""vainilla"", ""almizcle""]",Thierry Wasser,"{""winter"": ""588"", ""spring"": ""666"", ""summer"": ""610"", ""fall"": ""619""}","{""day"": ""1.4k"", ""night"": ""1.5k""}","{""débil"": ""1"", ""escasa"": ""0"", ""duradera"": ""3"", ""moderada"": ""4"", ""muy duradera"": ""0""}","{""suave"": ""0"", ""enorme"": ""2"", ""pesada"": ""1"", ""moderada"": ""4""}","{""buen precio"": ""1"", ""precio moderado"": ""1"", ""excelente precio"": ""3"", ""ligeramente costoso"": ""0"", ""extremadamente costoso"": ""0""}","{""unisex"": ""0"", ""femenino"": ""3"", ""masculino"": ""0"", ""unisex femenino"": ""0"", ""unisex masculino"": ""0""}",3708,"{""love"": ""1.1k"", ""like"": ""298"", ""ok"": ""125"", ""dislike"": ""550"", ""hate"": ""895""}",manzana roja meln pia bergamota magnolia peona jazmn magnolia peona jazmn durazno melocotn vainilla almizcle durazno melocotn vainilla almizcle durazno melocotn vainilla almizcle,0,1,0,0,0,2968.0,0.47102425876010784,0.4868598382749326,spring,0.4827586206896552,0.5,0.5,0.5,8,Larga Duración & Alta Fijación
